tab delimited	contribution
magic_version
3.0
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	lat_s	lat_n	lon_w	lon_e
Michipicoten Island	Region	This study	47.7022	47.7244	274.044128	274.3519
Two Island River	Outcrop	This study	47.524091	47.53669	269.06	269.07756
>>>>>>>>>>
tab delimited	sites
site	location	specimens	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	height	age	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_r	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_comp_name	dir_polarity	dir_nrm_origin	vgp_lat	vgp_lon	vgp_dp	vgp_dm	vgp_n_samples	description	criteria	software_packages	analysts
SLB05	Two Island River	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			78.4	1088.805	Ma	100	287.9	55.2	3.8	7.968	218	8	8	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB05	Two Island River	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			78.4	1088.805	Ma	100	284.9	55	3.7	7.9686	223	8	8	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB05	Two Island River	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5341	269.065	58.7	1088.805	Ma	100	294.5	39.2	3.7	7.9681	219	8				n	p	32.5	177.1	2.6	4.4	8	VGP Site: SLB05, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB05	Two Island River	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5341	269.065	58.7	1088.805	Ma	0										n	p	32.5	177.1	2.6	4.4	8	VGP Site: SLB05, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB05	Two Island River	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5341	269.065	58.7	1088.805	Ma	100	292.3	39.4	3.7	7.9686	223	8				n	p	31.1	178.9	2.7	4.4	8	VGP Site: SLB05, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB05	Two Island River	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5341	269.065	58.7	1088.805	Ma	0										n	p	31.1	178.9	2.7	4.4	8	VGP Site: SLB05, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB05	Two Island River	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5341	269.065	58.7	1088.805	Ma	100	287.9	55.2	3.8	7.968	218	8				n	p	36.8	194.3	3.8	5.4	8	VGP Site: SLB05, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB05	Two Island River	SLB05.1a:SLB05.2a:SLB05.3a:SLB05.4a:SLB05.6a:SLB05.7a:SLB05.8a:SLB05.9a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5341	269.065	58.7	1088.805	Ma	100	284.9	55	3.7	7.9686	223	8				n	p	34.7	195.9	3.7	5.2	8	VGP Site: SLB05, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			71.6	1088.805	Ma	0	290.4	37.2	2.8	8.9762	336	9	9	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			71.6	1088.805	Ma	0	291.1	37.3	2.8	8.9763	337	9	9	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			71.6	1088.805	Ma	100	283.2	52.6	2.8	8.9763	337	9	9	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			71.6	1088.805	Ma	100	284.1	52.8	2.8	8.9763	337	9	9	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5344	269.065	58.7	1088.805	Ma	100	290.4	37.2	2.8	8.9762	336	9				n	p	28.8	179	1.9	3.3	9	VGP Site: SLB06, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5344	269.065	58.7	1088.805	Ma	0										n	p	28.8	179	1.9	3.3	9	VGP Site: SLB06, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5344	269.065	58.7	1088.805	Ma	100	291.1	37.3	2.8	8.9763	337	9				n	p	29.3	178.5	1.9	3.3	9	VGP Site: SLB06, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5344	269.065	58.7	1088.805	Ma	0										n	p	29.3	178.5	1.9	3.3	9	VGP Site: SLB06, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5344	269.065	58.7	1088.805	Ma	100	283.2	52.6	2.8	8.9763	337	9				n	p	32.2	194.7	2.7	3.9	9	VGP Site: SLB06, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB06	Two Island River	SLB06.1a:SLB06.2a:SLB06.3a:SLB06.4a:SLB06.5a:SLB06.6a:SLB06.7a:SLB06.8a:SLB06.9a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5344	269.065	58.7	1088.805	Ma	100	284.1	52.8	2.8	8.9763	337	9				n	p	32.9	194.3	2.7	3.9	9	VGP Site: SLB06, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			94.6	1088.805	Ma	0	291.9	41	6.5	8.8728	63	9	9	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			94.6	1088.805	Ma	0	291.8	40.8	6.7	8.8675	60	9	9	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			94.6	1088.805	Ma	100	283.9	56.6	6.5	8.8729	63	9	9	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			94.6	1088.805	Ma	100	283.8	56.4	6.7	8.8677	60	9	9	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5337	269.0656	58.7	1088.805	Ma	100	291.9	41	6.5	8.8728	63	9				n	p	31.7	180.2	4.8	7.9	9	VGP Site: SLB07, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5337	269.0656	58.7	1088.805	Ma	0										n	p	31.7	180.2	4.8	7.9	9	VGP Site: SLB07, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5337	269.0656	58.7	1088.805	Ma	100	291.8	40.8	6.7	8.8675	60	9				n	p	31.5	180.1	4.9	8.1	9	VGP Site: SLB07, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5337	269.0656	58.7	1088.805	Ma	0										n	p	31.5	180.1	4.9	8.1	9	VGP Site: SLB07, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5337	269.0656	58.7	1088.805	Ma	100	283.9	56.6	6.5	8.8729	63	9				n	p	35.1	198.1	6.8	9.4	9	VGP Site: SLB07, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB07	Two Island River	SLB07.10a:SLB07.1a:SLB07.2a:SLB07.3a:SLB07.4a:SLB07.5a:SLB07.7a:SLB07.8a:SLB07.9a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5337	269.0656	58.7	1088.805	Ma	100	283.8	56.4	6.7	8.8677	60	9				n	p	34.9	197.9	7	9.7	9	VGP Site: SLB07, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			100.1	1088.805	Ma	0	290.1	40.3	2.1	8.9872	625	9	9	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			100.1	1088.805	Ma	0	289.6	41	1.8	8.9905	846	9	9	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			100.1	1088.805	Ma	100	281.8	55.6	2.1	8.987	617	9	9	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			100.1	1088.805	Ma	100	280.8	56.3	1.8	8.9904	831	9	9	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5333	269.0657	58.7	1088.805	Ma	100	290.1	40.3	2.1	8.9872	625	9				n	p	30.1	181.1	1.5	2.5	9	VGP Site: SLB08, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5333	269.0657	58.7	1088.805	Ma	0										n	p	30.1	181.1	1.5	2.5	9	VGP Site: SLB08, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5333	269.0657	58.7	1088.805	Ma	100	289.6	41	1.8	8.9905	846	9				n	p	30.1	181.9	1.3	2.1	9	VGP Site: SLB08, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5333	269.0657	58.7	1088.805	Ma	0										n	p	30.1	181.9	1.3	2.1	9	VGP Site: SLB08, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5333	269.0657	58.7	1088.805	Ma	100	281.8	55.6	2.1	8.987	617	9				n	p	33.1	198.3	2.1	3	9	VGP Site: SLB08, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB08	Two Island River	SLB08.10a:SLB08.1a:SLB08.2a:SLB08.3a:SLB08.4a:SLB08.6a:SLB08.7a:SLB08.8a:SLB08.9a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5333	269.0657	58.7	1088.805	Ma	100	280.8	56.3	1.8	8.9904	831	9				n	p	32.9	199.6	1.9	2.6	9	VGP Site: SLB08, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			102.9	1088.805	Ma	0	288.3	41.8	11	6.8082	31	7	7	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			102.9	1088.805	Ma	0	287.4	42.3	10.7	6.8155	33	7	7	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			102.9	1088.805	Ma	100	278.8	56.8	11	6.8083	31	7	7	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			102.9	1088.805	Ma	100	277.3	57.2	10.7	6.8154	32	7	7	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5329	269.0659	58.7	1088.805	Ma	100	288.3	41.8	11	6.8082	31	7				n	p	29.6	183.3	8.2	13.5	7	VGP Site: SLB09, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5329	269.0659	58.7	1088.805	Ma	0										n	p	29.6	183.3	8.2	13.5	7	VGP Site: SLB09, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5329	269.0659	58.7	1088.805	Ma	100	287.4	42.3	10.7	6.8155	33	7				n	p	29.3	184.3	8.1	13.2	7	VGP Site: SLB09, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5329	269.0659	58.7	1088.805	Ma	0										n	p	29.3	184.3	8.1	13.2	7	VGP Site: SLB09, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5329	269.0659	58.7	1088.805	Ma	100	278.8	56.8	11	6.8083	31	7				n	p	32	201.3	11.6	16	7	VGP Site: SLB09, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB09	Two Island River	SLB09.1a:SLB09.3a:SLB09.4a:SLB09.5a:SLB09.6a:SLB09.7a:SLB09.8a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5329	269.0659	58.7	1088.805	Ma	100	277.3	57.2	10.7	6.8154	32	7				n	p	31.3	202.5	11.4	15.6	7	VGP Site: SLB09, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB10	Two Island River	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			130.2	1088.805	Ma	0	269.2	12.3	5.7	8.9038	83	9	9	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB10	Two Island River	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a		g	DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			130.2	1088.805	Ma	0	268.4	14	6.7	8.8677	60	9	9	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB10	Two Island River	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			130.2	1088.805	Ma	100	264.6	27.3	5.2	8.9182	98	9	9	0	mag	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB10	Two Island River	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a		g	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study	Extrusive	Lava Flow	Basalt			130.2	1088.805	Ma	100	263.4	28.8	4.8	8.9306	115	9	9	0	hem	n	p						Site direction included in results table	ACCEPT	pmagpy-3.4.1	Fairchild:Sprain:Swanson-Hysell
SLB10	Two Island River	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5325	269.0666	58.7	1088.805	Ma	100	269.2	12.3	5.7	8.9038	83	9				n	p	4	183.9	3	5.8	9	VGP Site: SLB10, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB10	Two Island River	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5325	269.0666	58.7	1088.805	Ma	0										n	p	4	183.9	3	5.8	9	VGP Site: SLB10, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB10	Two Island River	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5325	269.0666	58.7	1088.805	Ma	100	268.4	14	6.7	8.8677	60	9				n	p	4.2	185	3.5	6.9	9	VGP Site: SLB10, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB10	Two Island River	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a	i		DA-DIR-GEO:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5325	269.0666	58.7	1088.805	Ma	0										n	p	4.2	185	3.5	6.9	9	VGP Site: SLB10, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
SLB10	Two Island River	SLB10.10a:SLB10.1a:SLB10.2a:SLB10.3a:SLB10.4a:SLB10.5a:SLB10.6a:SLB10.7a:SLB10.8a	i		DA-DIR-TILT:DE-BFL:DE-FM:LP-DC4:LP-DIR-T	This study				47.5325	269.0666	58.7	1088.805	Ma	100	264.6	27.3	5.2	8.9182	98	9				n	p	7.1	192.8	3.1	5.7	9	VGP Site: SLB10, "Site VGP, coord system = 100 component: MT"	ACCEPT	pmagpy-3.4.1	
